,URL,main_img,name,votes,date
1,https://sneakernews.com/2022/04/20/yeezy-foam-runner-stone-sage-store-list/,https://sneakernews.com/wp-content/uploads/2022/04/adidas-Yeezy-Foam-Runner-Stone-Sage-GX4472-Restock-5.jpeg,Yeezy-Foam-Runner-Stone-Sage,3.80_/_5 | 15_VOTES,"Yeezy-Foam-Runner-""Stone-Sage""

Restock-Date:-Apr-22nd,-2022-(Friday)

Original-Release-Date:-Mar-11th,-2022-(Friday)

Color:-N/A

Mens:-$90
Style-Code:-GX4472
Grade-School:-$65
Style-Code:-GX7295
Infant-&-Toddler:-$45
Style-Code:-GX7296"
